"Name","Namespace","ParamRaw","Description"
"TimerAddFrame","Misc","String command","Add a timer to be triggered every frame the timer will then run the passed-in command"
"TimerAddOnce","Misc","String command, Real timeInSec","Add a timer to be triggered once after 'freqInSec' has elapsed. the timer will then run the passed-in command"
"TimerDel","Misc","String command","Remove specified timer"
"TogglePhysicsDebug","Misc","Boolean enable","Toggle physics debug drawing"
"TogglePhysicsRaycastAsCapsuleDebug","Misc","Boolean enable","Toggle physics debug drawing"
"Modifier_ApplyToEntity","Modifier","ScarModifier modifier, EntityID entity, Real durationSeconds","Applies an entity modifier to an entity. Use a duration of 0 for an indefinite modifier."
"Modifier_ApplyToPlayer","Modifier","ScarModifier modifier, PlayerID player, Real durationSeconds","Applies a player modifier to a player. Use a duration of 0 for an indefinite modifier."
"Modifier_ApplyToSquad","Modifier","ScarModifier modifier, SquadID squad, Real durationSeconds","Applies a squad modifier to a squad. Use a duration of 0 for an indefinite modifier."
"Modifier_Create","Modifier","ModifierApplicationType applicationType, String modtype, ModifierUsageType usageType, Boolean exclusive, Real value, StackVar v","Returns a modifier that you can apply to stuff."
"Modifier_IsEnabled","Modifier","EntityID pEntity, String modtype, Boolean bEnabledByDefault","Checks whether the modifier is enabled (requires an Entity and an Entity enable/disable modifier)"
"MovieCapture_Start","MovieCapture","Boolean lowResolution","Start capturing a movie, optionally downscaling to low resolution."
"MovieCapture_Stop","MovieCapture","","Stop a previously started movie capture."
"network_show_calls","network","","toggle the outstanding network call information"
"network_show_statgraph","network","","toggle the network statgraph"
"Obj_Create","Obj","PlayerID player, String title, String desc, String icon, String dataTemplate, String faction, ObjectiveType type, Integer parentID, String telemetryTitle","Create an objective and returns the unique ID for it"
"Obj_CreatePopup","Obj","target objective ID, title in the pop up, override the data template defined in the objective with another one specified for this pop up.","Create a center screen objective pop up (via TitleModel)."
"Obj_Delete","Obj","Integer objectiveID","Delete the objective with the specified ID"
"Obj_DeleteAll","Obj","","Delete all objectives"
"Obj_GetCounterCount","Obj","Integer objectiveID","Get the count of the counter on the objective."
"Obj_GetCounterMax","Obj","Integer objectiveID","Get the maximum count of the counter on the objective."
"Obj_GetCounterType","Obj","Integer objectiveID","Get the counter type of an objective."
"Obj_GetCounterVisible","Obj","Integer objectiveID","Get Counter visibility  (not deterministic)"
"Obj_GetProgress","Obj","Integer objectiveID","Get objective progress bar value"
"Obj_GetProgressVisible","Obj","Integer objectiveID","Get objective progress bar visibility  (not deterministic)"
"Obj_GetSecondaryCounterCount","Obj","Integer objectiveID","Get the count of the counter on the objective."
"Obj_GetSecondaryCounterMax","Obj","Integer objectiveID","Get the maximum count of the counter on the objective."
"Obj_GetSecondaryCounterType","Obj","Integer objectiveID","Get the counter type of an objective."
"Obj_GetSecondaryCounterVisible","Obj","Integer objectiveID","Get Counter visibility  (not deterministic)"
"Obj_GetShowColour","Obj","Integer objectiveID","Set if the Colour should be shown"
"Obj_GetState","Obj","Integer objectiveID","Get objective state ( OS_Off, OS_Incomplete, OS_Complete, OS_Failed ) (not deterministic)"
"Obj_GetVisible","Obj","Integer objectiveID","Get objective visibility  (not deterministic)"
"Obj_HideProgress","Obj","","Hide the objective progress panel."
"Obj_HideProgressEx","Obj","Integer progressBarIndex","Hide the specified objective progress panel."
"Obj_SetColour","Obj","Integer objectiveID, Integer red, Integer green, Integer blue, Integer alpha","Set colour of objective. In order red, green, blue, alpha."
"Obj_SetCounterCount","Obj","Integer objectiveID, Integer count","Set the count of the counter on the objective."
"Obj_SetCounterMax","Obj","Integer objectiveID, Integer max","Set the maximum count of the counter on the objective."
"Obj_SetCounterTimerSeconds","Obj","Integer objectiveID, Real timerSeconds","Set the number of seconds on an objective with a timer. Only used to inform the UI."
"Obj_SetCounterType","Obj","Integer objectiveID, Integer counterType","Set the counter type of an objective."
"Obj_SetCounterVisible","Obj","Integer objectiveID, Boolean visible","Set Counter visibility"
"Obj_SetDescription","Obj","Integer objectiveID, String desc","Set description text localization ID for the objective"
"Obj_SetIcon","Obj","Integer objectiveID, String icon","Set icon path for the objective"
"Obj_SetObjectiveFunction","Obj","Integer id, ObjectiveFn fnType, LuaFunction f","Set callback functions for the objective.  (not deterministic)"
"Obj_SetProgress","Obj","Integer objectiveID, Real progress","Set objective progress bar value"
"Obj_SetProgressBlinking","Obj","Boolean blinking","Make the objective progress bar blink or stop blinking."
"Obj_SetProgressVisible","Obj","Integer objectiveID, Boolean visible","Set objective progress bar visibility"
"Obj_SetSecondaryCounterCount","Obj","Integer objectiveID, Integer count","Set the count of the counter on the objective."
"Obj_SetSecondaryCounterMax","Obj","Integer objectiveID, Integer max","Set the maximum count of the counter on the objective."
"Obj_SetSecondaryCounterTimerSeconds","Obj","Integer objectiveID, Real timerSeconds","Set the number of seconds on an objective with a timer. Only used to inform the UI."
"Obj_SetSecondaryCounterType","Obj","Integer objectiveID, Integer counterType","Set the counter type of an objective."
"Obj_SetSecondaryCounterVisible","Obj","Integer objectiveID, Boolean visible","Set Counter visibility"
"Obj_SetShowColour","Obj","Integer objectiveID, Boolean showColour","Set if the Colour should be shown"
"Obj_SetState","Obj","Integer objectiveID, State state","Set objective state ( OS_Off, OS_Incomplete, OS_Complete, OS_Failed )"
"Obj_SetTitle","Obj","Integer objectiveID, String title","Set title text localization ID for the objective"
"Obj_SetVisible","Obj","Integer objectiveID, Boolean visible","Set objective visibility"
"Obj_ShowProgress","Obj","String title, Real progress","Show the objective progress panel with a progress bar - call repeatedly to update progress.  Value should be normalized between [0 - 1]."
"Obj_ShowProgress2","Obj","String title, Real progress","Show the objective progress panel with a progress bar - call repeatedly to update progress.  Value should be normalized between [0 - 1].  Appears in center of screen."
"Obj_ShowProgressEx","Obj","Integer progressBarIndex, String title, Real progress, Boolean critical","Show the specified objective progress panel with a progress bar - call repeatedly to update progress. Value should be normalized between [0 - 1].  If critical, progress bar will pulse."
"Obj_ShowProgressTimer","Obj","Real progress","Show the objective progress panel with a timer icon - call repeatedly to update progress.  Value should be in seconds."
"Path_ClearCells","Path","","Clear entire draw pathfinding cell list"
"Path_DrawImpass","Path","","Draw pathfinding impassable map"
"Path_DrawPath","Path","","Toggle pathfinding entity path"
"Path_DrawPathMap","Path","Boolean onoff","Draw pathfinding grid overlay"
"Path_ShowCell","Path","Integer x, Integer y","Add pathfinding cell to draw cell list"
"Path_ShowPreciseCell","Path","Integer x, Integer y","Add pathfinding precise cell to draw cell list"
"Path_ToggleCollisionCircle","Path","","Toggle pathfinding collision circles"
"PBG_ReloadMouseOverEntity","PBG","","Reload mouse over entity's entire list of extension info's"
"PBG_ReloadMouseOverSquad","PBG","","Reload mouse over squad's entire list of extension info's"
"PBG_ReloadMouseOverWeapon","PBG","","Reload mouse over squad's weapon property bag"
"PerfStats_Disable","PerfStats","","Disable displaying the Essence Profiler"
"PerfStats_Dump","PerfStats","","Dump the Essence Profiler data onto a file"
"PerfStats_Enable","PerfStats","","Enable displaying the Essence Profiler"
"PerfStats_IsEnabled","PerfStats","","Get perf stats toggle value"
"PerfStats_Toggle","PerfStats","","Toggle displaying the Essence Profiler"
"Physics_GetNumRBodies","Physics","","Returns the number of rigid bodies in the physical world"
"Physics_IsEnabled","Physics","","Returns true if the current specs allows for physics to play"
"Physics_PurgeOrphans","Physics","","Removes all orphaned physics objects from the world."
"Player_AddAbility","Player","Player& player, ScarAbilityPBG pAbilityPBG","Add an ability to a player"
"Player_AddAbilityLockoutZone","Player","Player& player, ScarAbilityPBG abilityPBG, MarkerID marker","Specifies a marker where an ability cannot be used. This only applies to abilities where you use the cursor to pick a location in the world (like a location to paradrop at)."
"Player_AddUnspentCommandPoints","Player","Player& player, Real points","Gives the player new command points to spent on"
"Player_CanCastAbilityOnEntity","Player","PlayerID player, ScarAbilityPBG abilityPBG, EntityID targetEntity","Tests if the player can currently use an ability on target entity"
"Player_CanCastAbilityOnPlayer","Player","PlayerID player, ScarAbilityPBG abilityPBG, PlayerID targetPlayer","Tests if the player can currently use an ability on target player"
"Player_CanCastAbilityOnPosition","Player","PlayerID player, ScarAbilityPBG abilityPBG, Position targetPosition","Tests if the player can currently use an ability on target position"
"Player_CanCastAbilityOnSquad","Player","PlayerID player, ScarAbilityPBG abilityPBG, SquadID targetSquad","Tests if the player can currently use an ability on target squad"
"Player_CanConstruct","Player","PlayerID player, PropertyBagGroup pbg","Tests if the player is able to construct a given blueprint"
"Player_CanPlaceStructureOnPosition","Player","PlayerID player, SGroupID sgroup, ScarEntityPBG ebp, Position position, Position facing","Check if a player of specified group can place an entity at the specified position and facing angle."
"Player_CanSeeEntity","Player","PlayerID player, EntityID entity","Returns true if a player can see a given entity (revealed in FOW)"
"Player_CanSeePosition","Player","PlayerID player, Position pos","Returns true if a player can see a given position."
"Player_CanSeeSquad","Player","PlayerID player, SquadID squad, Boolean all","Returns true if a player can see ALL or ANY units in a given squad (revealed in FOW)"
"Player_ClearAvailabilities","Player","Player& player","Clears item, command and construction menu availabilities for the player."
"Player_ClearPopCapOverride","Player","Player& player","Clears the pop cap override so that modifiers can take effect again"
"Player_ClearStateModelEnumTableTarget","Player","Player& player, String key, Integer tableRowIndex","Clears a TargetHandle value in the player's state model corresponding to the given key and table row index (0 based)."
"Player_ClearStateModelTarget","Player","Player& player, String key","Clears a TargetHandle value in the Player's state model corresponding to the given key."
